AgreementId, OwnerId, OwnerName, HostsId, HostsNames, MainTenantId, MainTenantName, SubTenantsIds, SubTenantsNames, PropertyId, PropertyAdress, PaymentPeriod, ContractDate, RentingFee, Status

